communication_id,customer_id,client_id,sent_date,channel,message_type,ab_test_group,message_tone,delivered_flag,opened_or_clicked_flag,days_after_upload
COMM0011618,DCUST006038,DSC006,2022-08-22,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011619,DCUST006038,DSC006,2022-09-01,Email,Reminder 1,Not Applicable,Direct,1,0,10
COMM0011620,DCUST006038,DSC006,2022-08-30,SMS,Reminder 2,Not Applicable,Informational,1,1,8
COMM0011621,DCUST006039,DSC004,2023-04-22,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011622,DCUST006039,DSC004,2023-04-28,Email,Reminder 1,Not Applicable,Direct,0,0,8
COMM0011623,DCUST006040,DSC005,2022-11-13,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011624,DCUST006040,DSC005,2022-11-16,SMS,Reminder 1,Not Applicable,Direct,1,0,5
COMM0011625,DCUST006040,DSC005,2022-12-01,SMS,Reminder 2,Not Applicable,Direct,0,0,20
COMM0011626,DCUST006040,DSC005,2022-11-30,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,0,19
COMM0011627,DCUST006041,DSC006,2023-04-21,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011628,DCUST006041,DSC006,2023-04-27,SMS,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0011629,DCUST006042,DSC001,2022-08-18,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011630,DCUST006042,DSC001,2022-08-31,SMS,Reminder 1,Not Applicable,Supportive,1,0,13
COMM0011631,DCUST006043,DSC008,2022-08-28,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011632,DCUST006044,DSC006,2023-03-13,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011633,DCUST006044,DSC006,2023-03-20,Email,Reminder 1,Not Applicable,Informational,0,0,9
COMM0011634,DCUST006045,DSC008,2022-07-01,SMS,Initial Invite,Not Applicable,Direct,0,0,2
COMM0011635,DCUST006045,DSC008,2022-07-09,SMS,Reminder 1,Not Applicable,Direct,1,1,10
COMM0011636,DCUST006046,DSC009,2022-07-28,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0011637,DCUST006046,DSC009,2022-07-30,SMS,Reminder 1,Not Applicable,Informational,1,0,4
COMM0011638,DCUST006047,DSC007,2022-06-24,Email,Initial Invite,Not Applicable,Supportive,0,0,2
COMM0011639,DCUST006048,DSC010,2022-08-31,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0011640,DCUST006049,DSC002,2022-08-07,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011641,DCUST006049,DSC002,2022-08-12,SMS,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0011642,DCUST006049,DSC002,2022-08-17,Letter,Reminder 2,Not Applicable,Informational,1,0,12
COMM0011643,DCUST006050,DSC009,2023-04-22,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011644,DCUST006050,DSC009,2023-04-28,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0011645,DCUST006051,DSC003,2023-03-28,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011646,DCUST006052,DSC005,2023-02-07,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011647,DCUST006053,DSC007,2023-01-29,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011648,DCUST006053,DSC007,2023-02-05,Email,Reminder 1,Not Applicable,Informational,1,0,8
COMM0011649,DCUST006053,DSC007,2023-02-17,Letter,Reminder 2,Not Applicable,Informational,1,0,20
COMM0011650,DCUST006054,DSC005,2023-04-13,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011651,DCUST006054,DSC005,2023-04-24,SMS,Reminder 1,Not Applicable,Direct,1,0,13
COMM0011652,DCUST006055,DSC001,2022-07-08,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011653,DCUST006055,DSC001,2022-07-13,Email,Reminder 1,Not Applicable,Informational,1,0,6
COMM0011654,DCUST006055,DSC001,2022-08-01,SMS,Reminder 2,Not Applicable,Supportive,1,1,25
COMM0011655,DCUST006055,DSC001,2022-08-03,Email,Agent Follow-up,Not Applicable,Supportive,1,0,27
COMM0011656,DCUST006056,DSC008,2022-07-07,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011657,DCUST006057,DSC003,2022-09-11,Letter,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011658,DCUST006058,DSC006,2022-08-20,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011659,DCUST006058,DSC006,2022-08-27,Email,Reminder 1,Not Applicable,Informational,1,1,8
COMM0011660,DCUST006059,DSC001,2023-03-16,Letter,Initial Invite,Not Applicable,Informational,1,1,2
COMM0011661,DCUST006060,DSC008,2023-05-31,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0011662,DCUST006060,DSC008,2023-05-31,Email,Reminder 1,Not Applicable,Supportive,1,0,1
COMM0011663,DCUST006061,DSC001,2023-02-10,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0011664,DCUST006061,DSC001,2023-02-23,Email,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0011665,DCUST006062,DSC007,2022-07-20,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011666,DCUST006063,DSC008,2023-04-14,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011667,DCUST006064,DSC003,2022-09-21,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011668,DCUST006065,DSC007,2022-10-12,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011669,DCUST006065,DSC007,2022-10-22,Email,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0011670,DCUST006066,DSC001,2022-09-20,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011671,DCUST006067,DSC008,2022-11-01,SMS,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011672,DCUST006067,DSC008,2022-11-09,SMS,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0011673,DCUST006068,DSC001,2022-09-21,SMS,Initial Invite,Not Applicable,Supportive,0,0,2
COMM0011674,DCUST006068,DSC001,2022-09-24,SMS,Reminder 1,Not Applicable,Supportive,0,0,5
COMM0011675,DCUST006069,DSC004,2022-07-29,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011676,DCUST006069,DSC004,2022-08-07,Email,Reminder 1,Not Applicable,Direct,0,0,9
COMM0011677,DCUST006070,DSC001,2022-08-08,Letter,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011678,DCUST006070,DSC001,2022-08-17,Email,Reminder 1,Not Applicable,Direct,1,1,10
COMM0011679,DCUST006070,DSC001,2022-08-25,SMS,Reminder 2,Not Applicable,Direct,1,0,18
COMM0011680,DCUST006071,DSC008,2023-05-09,Email,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011681,DCUST006072,DSC001,2022-06-04,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011682,DCUST006073,DSC002,2022-07-10,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0011683,DCUST006074,DSC004,2022-11-02,SMS,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011684,DCUST006075,DSC001,2023-01-20,SMS,Initial Invite,Control,Direct,1,0,0
COMM0011685,DCUST006076,DSC001,2022-11-02,SMS,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011686,DCUST006076,DSC001,2022-11-14,SMS,Reminder 1,Not Applicable,Informational,1,1,13
COMM0011687,DCUST006077,DSC001,2022-07-03,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011688,DCUST006078,DSC002,2022-11-07,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011689,DCUST006078,DSC002,2022-11-20,Email,Reminder 1,Not Applicable,Informational,1,0,14
COMM0011690,DCUST006079,DSC009,2022-11-17,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011691,DCUST006079,DSC009,2022-11-29,SMS,Reminder 1,Not Applicable,Supportive,0,0,12
COMM0011692,DCUST006079,DSC009,2022-12-09,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,22
COMM0011693,DCUST006079,DSC009,2022-12-06,Letter,Agent Follow-up,Not Applicable,Informational,1,0,19
COMM0011694,DCUST006080,DSC005,2022-09-08,SMS,Initial Invite,Not Applicable,Direct,1,1,0
COMM0011695,DCUST006081,DSC001,2023-04-06,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011696,DCUST006081,DSC001,2023-04-19,Email,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0011697,DCUST006082,DSC005,2022-11-30,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011698,DCUST006083,DSC005,2022-06-28,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011699,DCUST006083,DSC005,2022-07-10,Email,Reminder 1,Not Applicable,Informational,1,0,14
COMM0011700,DCUST006084,DSC002,2023-01-27,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0011701,DCUST006084,DSC002,2023-01-31,SMS,Reminder 1,Control,Direct,1,1,6
COMM0011702,DCUST006085,DSC007,2022-11-18,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011703,DCUST006085,DSC007,2022-11-24,SMS,Reminder 1,Not Applicable,Direct,1,1,6
COMM0011704,DCUST006086,DSC003,2023-05-28,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011705,DCUST006086,DSC003,2023-05-30,Letter,Reminder 1,Not Applicable,Informational,1,0,4
COMM0011706,DCUST006086,DSC003,2023-05-29,Email,Reminder 2,Not Applicable,Informational,1,1,3
COMM0011707,DCUST006087,DSC004,2023-02-08,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011708,DCUST006088,DSC003,2023-03-25,Email,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0011709,DCUST006088,DSC003,2023-04-05,Email,Reminder 1,Not Applicable,Direct,1,1,13
COMM0011710,DCUST006089,DSC008,2023-05-01,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011711,DCUST006090,DSC001,2023-01-16,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011712,DCUST006091,DSC006,2022-07-20,Email,Initial Invite,Not Applicable,Informational,0,0,1
COMM0011713,DCUST006091,DSC006,2022-08-02,SMS,Reminder 1,Not Applicable,Direct,1,1,14
COMM0011714,DCUST006092,DSC003,2023-02-13,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011715,DCUST006092,DSC003,2023-02-22,Email,Reminder 1,Not Applicable,Informational,1,0,11
COMM0011716,DCUST006093,DSC002,2022-06-25,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011717,DCUST006093,DSC002,2022-07-05,SMS,Reminder 1,Not Applicable,Direct,1,0,12
COMM0011718,DCUST006094,DSC007,2023-03-27,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011719,DCUST006094,DSC007,2023-04-06,SMS,Reminder 1,Not Applicable,Informational,1,1,11
COMM0011720,DCUST006094,DSC007,2023-04-15,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,20
COMM0011721,DCUST006095,DSC004,2023-01-22,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011722,DCUST006095,DSC004,2023-01-27,Email,Reminder 1,Not Applicable,Direct,1,1,6
COMM0011723,DCUST006096,DSC001,2022-10-29,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011724,DCUST006096,DSC001,2022-11-03,SMS,Reminder 1,Not Applicable,Supportive,1,1,7
COMM0011725,DCUST006097,DSC003,2022-09-13,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011726,DCUST006097,DSC003,2022-09-23,SMS,Reminder 1,Not Applicable,Supportive,1,0,10
COMM0011727,DCUST006098,DSC008,2023-04-23,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011728,DCUST006098,DSC008,2023-05-01,SMS,Reminder 1,Not Applicable,Direct,1,1,10
COMM0011729,DCUST006098,DSC008,2023-05-09,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,18
COMM0011730,DCUST006099,DSC006,2022-11-23,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011731,DCUST006099,DSC006,2022-12-04,SMS,Reminder 1,Not Applicable,Direct,1,1,13
COMM0011732,DCUST006099,DSC006,2022-12-07,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,16
COMM0011733,DCUST006100,DSC001,2023-04-14,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011734,DCUST006100,DSC001,2023-04-26,SMS,Reminder 1,Not Applicable,Direct,1,1,13
COMM0011735,DCUST006101,DSC003,2022-10-28,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0011736,DCUST006101,DSC003,2022-11-02,Email,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011737,DCUST006102,DSC002,2022-09-07,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011738,DCUST006102,DSC002,2022-09-09,SMS,Reminder 1,Not Applicable,Informational,1,0,4
COMM0011739,DCUST006102,DSC002,2022-09-15,SMS,Reminder 2,Not Applicable,Supportive,1,1,10
COMM0011740,DCUST006102,DSC002,2022-09-29,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,24
COMM0011741,DCUST006103,DSC002,2022-11-11,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011742,DCUST006104,DSC001,2023-05-20,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011743,DCUST006104,DSC001,2023-05-30,SMS,Reminder 1,Not Applicable,Direct,0,0,11
COMM0011744,DCUST006104,DSC001,2023-05-29,Letter,Reminder 2,Not Applicable,Informational,1,0,10
COMM0011745,DCUST006105,DSC001,2022-12-07,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011746,DCUST006105,DSC001,2022-12-14,SMS,Reminder 1,Not Applicable,Informational,1,1,9
COMM0011747,DCUST006106,DSC002,2023-04-14,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011748,DCUST006106,DSC002,2023-04-18,Email,Reminder 1,Not Applicable,Informational,1,0,6
COMM0011749,DCUST006107,DSC006,2023-01-08,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011750,DCUST006108,DSC001,2023-04-14,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011751,DCUST006108,DSC001,2023-04-21,SMS,Reminder 1,Not Applicable,Direct,1,0,8
COMM0011752,DCUST006109,DSC009,2022-09-05,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011753,DCUST006109,DSC009,2022-09-09,SMS,Reminder 1,Not Applicable,Direct,1,0,6
COMM0011754,DCUST006109,DSC009,2022-09-15,Email,Reminder 2,Not Applicable,Informational,0,0,12
COMM0011755,DCUST006110,DSC004,2023-03-28,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0011756,DCUST006111,DSC007,2022-07-29,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011757,DCUST006111,DSC007,2022-08-09,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0011758,DCUST006111,DSC007,2022-08-07,SMS,Reminder 2,Not Applicable,Direct,1,0,10
COMM0011759,DCUST006112,DSC002,2022-06-18,Email,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011760,DCUST006112,DSC002,2022-06-24,SMS,Reminder 1,Not Applicable,Informational,1,0,8
COMM0011761,DCUST006112,DSC002,2022-06-26,Letter,Reminder 2,Not Applicable,Informational,1,0,10
COMM0011762,DCUST006113,DSC007,2023-01-13,SMS,Initial Invite,Variant,Supportive,1,0,0
COMM0011763,DCUST006113,DSC007,2023-01-21,SMS,Reminder 1,Variant,Supportive,1,0,8
COMM0011764,DCUST006114,DSC008,2022-12-28,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0011765,DCUST006114,DSC008,2023-01-07,Email,Reminder 1,Not Applicable,Informational,1,1,12
COMM0011766,DCUST006115,DSC001,2023-05-16,Letter,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011767,DCUST006115,DSC001,2023-05-26,SMS,Reminder 1,Not Applicable,Informational,1,0,10
COMM0011768,DCUST006116,DSC003,2022-07-27,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0011769,DCUST006116,DSC003,2022-08-02,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0011770,DCUST006117,DSC006,2022-06-23,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0011771,DCUST006117,DSC006,2022-07-05,SMS,Reminder 1,Not Applicable,Supportive,1,0,14
COMM0011772,DCUST006117,DSC006,2022-07-06,SMS,Reminder 2,Not Applicable,Direct,0,0,15
COMM0011773,DCUST006118,DSC009,2023-03-23,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0011774,DCUST006119,DSC004,2022-10-22,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011775,DCUST006119,DSC004,2022-10-30,Letter,Reminder 1,Not Applicable,Informational,1,0,9
COMM0011776,DCUST006120,DSC006,2023-02-15,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0011777,DCUST006121,DSC003,2022-07-13,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011778,DCUST006121,DSC003,2022-07-19,SMS,Reminder 1,Not Applicable,Supportive,0,0,7
COMM0011779,DCUST006122,DSC005,2022-12-18,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011780,DCUST006122,DSC005,2022-12-25,Letter,Reminder 1,Not Applicable,Informational,1,0,7
COMM0011781,DCUST006123,DSC005,2023-04-30,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011782,DCUST006124,DSC009,2023-03-13,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011783,DCUST006125,DSC005,2023-02-27,SMS,Initial Invite,Control,Direct,1,1,1
COMM0011784,DCUST006125,DSC005,2023-03-04,Email,Reminder 1,Not Applicable,Supportive,1,0,6
COMM0011785,DCUST006126,DSC001,2022-06-20,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011786,DCUST006126,DSC001,2022-06-30,SMS,Reminder 1,Not Applicable,Supportive,1,0,10
COMM0011787,DCUST006126,DSC001,2022-07-14,Email,Reminder 2,Not Applicable,Supportive,1,1,24
COMM0011788,DCUST006126,DSC001,2022-07-25,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,35
COMM0011789,DCUST006127,DSC004,2022-09-12,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011790,DCUST006128,DSC009,2022-12-06,SMS,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011791,DCUST006129,DSC006,2022-12-08,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011792,DCUST006130,DSC002,2023-04-30,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011793,DCUST006130,DSC002,2023-05-08,SMS,Reminder 1,Not Applicable,Informational,1,0,8
COMM0011794,DCUST006131,DSC007,2023-03-17,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011795,DCUST006131,DSC007,2023-03-28,SMS,Reminder 1,Not Applicable,Supportive,1,0,11
COMM0011796,DCUST006132,DSC006,2022-09-24,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011797,DCUST006132,DSC006,2022-10-01,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0011798,DCUST006132,DSC006,2022-10-09,SMS,Reminder 2,Not Applicable,Direct,1,0,16
COMM0011799,DCUST006133,DSC003,2023-03-28,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0011800,DCUST006133,DSC003,2023-04-04,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0011801,DCUST006134,DSC001,2022-09-10,Email,Initial Invite,Not Applicable,Informational,1,1,1
COMM0011802,DCUST006134,DSC001,2022-09-17,Email,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0011803,DCUST006134,DSC001,2022-09-25,Letter,Reminder 2,Not Applicable,Informational,1,0,16
COMM0011804,DCUST006135,DSC001,2023-03-05,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011805,DCUST006136,DSC010,2022-12-28,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0011806,DCUST006136,DSC010,2023-01-07,SMS,Reminder 1,Control,Direct,1,0,10
COMM0011807,DCUST006136,DSC010,2023-01-12,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,15
COMM0011808,DCUST006137,DSC005,2023-01-20,Email,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011809,DCUST006137,DSC005,2023-01-24,SMS,Reminder 1,Variant,Supportive,1,1,6
COMM0011810,DCUST006137,DSC005,2023-02-09,SMS,Reminder 2,Control,Direct,1,1,22
COMM0011811,DCUST006138,DSC002,2022-10-22,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011812,DCUST006139,DSC002,2023-02-19,SMS,Initial Invite,Control,Direct,1,0,1
COMM0011813,DCUST006140,DSC002,2023-05-21,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011814,DCUST006140,DSC002,2023-05-28,SMS,Reminder 1,Not Applicable,Direct,1,0,7
COMM0011815,DCUST006140,DSC002,2023-05-31,SMS,Reminder 2,Not Applicable,Supportive,1,1,10
COMM0011816,DCUST006141,DSC006,2022-11-27,SMS,Initial Invite,Not Applicable,Supportive,1,1,0
COMM0011817,DCUST006141,DSC006,2022-12-02,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0011818,DCUST006142,DSC002,2022-11-19,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0011819,DCUST006142,DSC002,2022-12-03,Email,Reminder 1,Not Applicable,Informational,1,1,14
COMM0011820,DCUST006143,DSC007,2022-11-25,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0011821,DCUST006143,DSC007,2022-12-05,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0011822,DCUST006144,DSC008,2022-11-06,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0011823,DCUST006145,DSC005,2023-05-23,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011824,DCUST006145,DSC005,2023-05-29,Email,Reminder 1,Not Applicable,Informational,0,0,7
COMM0011825,DCUST006146,DSC001,2023-01-21,SMS,Initial Invite,Control,Direct,1,0,0
COMM0011826,DCUST006146,DSC001,2023-01-30,SMS,Reminder 1,Control,Direct,1,1,9
COMM0011827,DCUST006147,DSC008,2023-05-17,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011828,DCUST006147,DSC008,2023-05-25,Email,Reminder 1,Not Applicable,Supportive,1,0,9
COMM0011829,DCUST006148,DSC005,2023-03-19,SMS,Initial Invite,Variant,Supportive,0,0,1
COMM0011830,DCUST006149,DSC001,2022-10-29,Email,Initial Invite,Not Applicable,Informational,0,0,1
COMM0011831,DCUST006149,DSC001,2022-11-06,SMS,Reminder 1,Not Applicable,Informational,1,0,9
COMM0011832,DCUST006149,DSC001,2022-11-18,SMS,Reminder 2,Not Applicable,Informational,1,0,21
COMM0011833,DCUST006149,DSC001,2022-11-27,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,30
COMM0011834,DCUST006150,DSC002,2022-10-23,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011835,DCUST006150,DSC002,2022-11-04,Email,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0011836,DCUST006151,DSC002,2023-01-31,SMS,Initial Invite,Variant,Supportive,1,1,0
COMM0011837,DCUST006152,DSC006,2023-04-26,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011838,DCUST006153,DSC005,2022-09-14,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0011839,DCUST006153,DSC005,2022-09-21,SMS,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0011840,DCUST006154,DSC008,2022-11-12,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0011841,DCUST006155,DSC003,2023-02-07,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0011842,DCUST006155,DSC003,2023-02-10,Email,Reminder 1,Not Applicable,Supportive,0,0,4
COMM0011843,DCUST006156,DSC002,2023-03-26,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0011844,DCUST006156,DSC002,2023-04-06,SMS,Reminder 1,Not Applicable,Direct,1,1,12
COMM0011845,DCUST006157,DSC001,2023-01-31,SMS,Initial Invite,Control,Direct,1,0,0
COMM0011846,DCUST006158,DSC003,2022-08-26,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0011847,DCUST006158,DSC003,2022-09-05,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0011848,DCUST006159,DSC004,2023-01-20,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0011849,DCUST006160,DSC003,2023-04-30,Email,Initial Invite,Not Applicable,Informational,1,0,2
